event_id,transaction_description,transaction_type,iban,counterparty_name,counterparty_iban,amount,currency,transaction_subtype,monetary_account_id,updated_timestamp,place_name,place_address,category,geolocation_latitude,geolocation_longitude,geolocation_altitude,geolocation_radius,user_type,merchant_category_code,tags,opening_periods,number_of_recommendation_total,recommendations_category,categories_friends,url_google_maps,city,country,event_type,inner_id,owner_user_id,.transaction_subtype,number_of_recommendations_total,transaction_subnetype,counterparty_ibank,eventType,counterparty_ibn
345282221,"PAYSAFECASH: SG* LALALAND LOS ANGELES, US
 in Vine St, 678, Los Angeles, US, 90028",PAYSAFECASH,GB01TCCL05632006557612,SG* LALALAND,,-76.0,USD,TOP UP,4759221,2022-11-21T10:23:16.343236,LALALAND,"Vine St, 678, Los Angeles, US, 90028",ENTERTAINMENT,34.0922092,-118.3264174,0,0,COMPANY,7922,"theater, entertainment","{'monday': [], 'tuesday': [{'open': 1800, 'close': 2200}], 'wednesday': [{'open': 1800, 'close': 2200}], 'thursday': [{'open': 1800, 'close': 2300}], 'friday': [{'open': 1830, 'close': 2330}], 'saturday': [{'open': 1800, 'close': 2300}], 'sunday': [{'open': 1830, 'close': 2200}]}",7.0,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 1, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 3, 'RECOMMENDED_FOR_DATE': 1, 'RECOMMENDED_FOR_MYSELF': 2, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [{'name': 'John Doe', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '543210'}], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [{'name': 'Jane Doe', 'user_type': 'PERSON', 'number_of_recommendations': 2, 'uuid': '123456'}, {'name': 'Lisa Smith', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '234567'}], 'RECOMMENDED_FOR_DATE': [{'name': 'Tom Petty', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '345678'}], 'RECOMMENDED_FOR_MYSELF': [{'name': 'Carlos Santana', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '456789'}, {'name': 'Bom Tholuck', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '567890'}], 'RECOMMENDED_FOR_FRIENDS': []}",https://maps.google.com/?cid=9876543210012345678,Los Angeles,US,PaySafeCashAction,,282,,,,,,
835670094,"FIS: STARBUCKS*MANCHESTER, GB
 in Oxford Rd, 765, Manchester, GB, M1 5NH.",FIS,GB22BUNQ9075118905,STARBUCKS*MANCHESTER,,-27.0,GBP,PURCHASE,245,2022-09-15T10:38:17.537620,Starbucks Coffee Shop,"Oxford Rd, 765, Manchester, GB, M1 5NH.",FOOD_AND_DRINK,53.4674924,-2.2335792,0,0,COMPANY,5814,"cafe, restaurant","{'monday': [{'open': 800, 'close': 2000}], 'tuesday': [{'open': 800, 'close': 2000}], 'wednesday': [{'open': 800, 'close': 2000}], 'thursday': [{'open': 800, 'close': 2000}], 'friday': [{'open': 800, 'close': 2000}], 'saturday': [{'open': 800, 'close': 2000}], 'sunday': [{'open': 800, 'close': 2000}]}",7.0,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 7}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': [{'name': 'John Smith', 'user_type': 'PERSON', 'number_of_recommendations': 3, 'uuid': 'u123456'}, {'name': 'Sarah Adams', 'user_type': 'PERSON', 'number_of_recommendations': 4, 'uuid': 'u7891011'}]}",https://maps.google.com/?cid=2219253654296913291,Manchester,GB,FISAction,,334,,,,,,
7629132,Funds transfer request from Stichting Derdengelden Buckaroo collecting for Museum Stedelijk (Stichting Derdengelden Buckaroo collecting for Museum Stedelijk) to S. Patel (Sanjay) with description 345687 1120000546791234 Thank you for your purchase Museum Stedelijk.,TRANSLINK,GB98BUNQ2041236794,Stichting Derdengelden Buckaroo collecting for Museum Stedelijk,,-200.0,GBP,BILLING,492,2017-08-10T15:32:30.875341,,,CULTURE,51.8813,4.5491,,,PERSON,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,RequestResponse,,558,,,,,,
2193657821,"IDEAL: TT *THE HUMBLE CO - TORCH London, UK
20.32 GBP, 1 GBP = 1.12893 EUR in Kings Road, 21, London, UK, NW1 8YN.",IDEAL,GB82BUNQ3082729127,TT *THE HUMBLE CO - TORCH,,-22.94,EUR,BILLING,4186291,2024-07-08T16:15:14.112329,The Humble Co. Cafe and Bakery,"Kings Road, 21, London, UK, NW1 8YN.",FOOD_AND_DRINK,51.507408,-0.12776099999999999,0,0,COMPANY,,"bakery, cafe, restaurant","{'monday': [{'open': 700, 'close': 1830}], 'tuesday': [{'open': 700, 'close': 1830}], 'wednesday': [{'open': 700, 'close': 1830}], 'thursday': [{'open': 700, 'close': 1830}], 'friday': [{'open': 700, 'close': 1830}], 'saturday': [{'open': 700, 'close': 1830}], 'sunday': [{'open': 700, 'close': 1830}]}",5.0,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 4, 'RECOMMENDED_FOR_DATE': 1, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [['Sarah Thompson', 'PERSON', 3, '9089abcd-eabc-1234-abcd-1234abcd5678'], ['Brent Johnson', 'PERSON', 1, '6789abcd-eabc-1234-abcd-1234abcd9123']], 'RECOMMENDED_FOR_DATE': [['Jenny Cooper', 'PERSON', 1, '4567abcd-eabc-1234-abcd-1234abcd1234']], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",https://maps.google.com/?cid=4393689927187234162,London,UK,iDEALPaymentAction,,137,,,,,,
479123224,"IDEAL: AMAZON PRIME help.amazon.com, US",IDEAL,US53BNQ3546657984,Amazon Prime,,-29.74,USD,BILLING,352,2022-01-12T13:47:02.939725,Amazon Prime,,SUBSCRIPTIONS,52.4853952,13.4246192,,,COMPANY,5732,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,IdealPayment,,207,,,,,,
20958742,"Payment request from B. Hanson (Brad) to +31674451220 (+31674451220) with description COFFEE SHOP CALIFORNIA, US.",PAYSAFECASH,NL89TMRQ2407003421,F GONZALES SL,NL87UBSW0982665223,30.75,USD,BILLING,259,2021-05-03T16:35:27.956483,,,FOOD_AND_DRINK,51.5064,-0.12710000000000002,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,RequestInquiryBatch,,207,,,,,,
392045710,"BARZAHLEN: EDEKA*Harbor Bremen, DE
",BARZAHLEN,DE67BUNQ4089235698,EDEKA*Harbor,,-150.5,EUR,DEPOSIT,256,2021-02-20T18:12:48.926753,,,GROCERIES,51.5007,-0.1246,,,COMPANY,5411,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,BarzahlenAction,,282,,,,,,
485627934,"SWIFT: COFFEE HOUSE BERLIN, DE 
 in Amselstraße 13, Berlin, DE, 10251.",SWIFT,DE64BUNQ8765112456,Coffee House,,-9.5,EUR,WITHDRAWAL,276,2021-05-08T16:31:22.164574,Coffee House,"Amselstraße 13, Berlin, DE, 10251.",FOOD_AND_DRINK,52.5200066,13.404954,0,0,PERSON,5812,"cafe, restaurant",,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,SwiftAction,,336,,,,,,
2345098761,Payment reference: 8496.5283.3098.7705,IDEAL,FR47BMUG2076967586,Healthcare Agency,DE11INGV0009574682,-6542.0,EUR,PAYMENT,6328942,2024-02-30T12:12:32.176834,,,HEALTHCARE,51.517463,-0.12759199999999998,,,PERSON,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,1503507185,388,,,,,,
739481354,"BUNQ: Albert Heijn 2335 THE HAGUE, NL
 in Stalpertstraat, 23, The Hague, NL, 2597 RJ.",BUNQ,NL25BUNQ2088625015,Albert Heijn,,-58.32,EUR,WITHDRAWAL,5264315,2023-04-16T12:37:25.984634,Albert Heijn,"Stalpertstraat, 23, The Hague, NL, 2597 RJ.",FOOD_AND_DRINK,52.0913372,4.3135774,0,0,PERSON,,"supermarket, store","{'monday': [{'open': 800, 'close': 2100}], 'tuesday': [{'open': 800, 'close': 2100}], 'wednesday': [{'open': 800, 'close': 2100}], 'thursday': [{'open': 800, 'close': 2100}], 'friday': [{'open': 800, 'close': 2100}], 'saturday': [{'open': 800, 'close': 2100}], 'sunday': [{'open': 1200, 'close': 2000}]}",3.0,"{'PENDING': 0, 'SKIPPED': 2, 'NOT_RECOMMENDED': 1, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 2, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 1, 'RECOMMENDED_FOR_FRIENDS': 2}","{'PENDING': [], 'SKIPPED': [{'name': 'John Doe', 'user_type': 'PERSON', 'number_of_recommendations': 2, 'uuid': '1a2b3c4d'}], 'NOT_RECOMMENDED': [{'name': 'Jane Smith', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '4b3a2c1d'}], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [{'name': 'Robert Johnson', 'user_type': 'PERSON', 'number_of_recommendations': 2, 'uuid': '7c6b5a4d'}], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [{'name': 'Emma Brown', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '9d8e7f6g'}], 'RECOMMENDED_FOR_FRIENDS': [{'name': 'Oliver Taylor', 'user_type': 'PERSON', 'number_of_recommendations': 2, 'uuid': '2b3a4c5d'}]}",https://maps.google.com/?cid=6591237896765423021,The Hague,NL,BunqAction,,102,,,,,,
2504768902,Bill reference 54907238,PAYMENT,FR12CAR3205702947,Baker International Logistics,GB74330700630198765012,-20359.75,GBP,BILLING,4992849,2024-05-18T11:15:45.293810,,,BUSINESS_EXPENSES,48.8769241,2.3081234,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,1543670182,558,,,,,,
528072830,Payment requested by CareFirst Inc in regards to Monthly Insurance (CareFirst Inc) to Joe Martin with the description Insurance Premium Payment Reference Number:4521356082098659 Transaction Date/Time:13-05-21 10:03. in US.,FIS,US57ANZB4086738901,CareFirst Inc,US36HSBC1563981735,-45.0,USD,BILLING,257,2021-05-16T13:56:38.073563,CareFirst Premium,US.,INSURANCE,48.85341,2.3487999999999998,,,PERSON,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,InvoiceResult,,336,,,,,,
739482234,Payment request from Moda.com by Quickpay (Moda.com by Quickpay) to B. Smith (Brad) with description 7953221748291876 4930000348593167 your order at moda.com.,PAYMENT,UK64BUNQ3036225376,Moda.com by Quickpay,,-456.7,GBP,REQUEST,257,2022-03-13T07:01:42.042734,Quickpay,,CLOTHING,51.5173,-0.1588,,,PERSON,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,RequestResponse,,282,,,,,,
825390739,Salary July 2023,IDEAL, NL05IDEA3057619123,Jane,NL91IDEA3342458464,-5522.34,EUR,WITHDRAWAL,4988939,2023-07-23T08:33:55.311087,,,PAYROLL,41.3846683,2.1789416,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,894514055,558,,,,,,
8761235,,PAYSAFECASH,UK98BWFS2045986381,Jessie,US84BWFS2045987273,-0.02,GBP,DEPOSIT,985,2020-06-07T11:30:25.094536,,,FINANCE,44.4292639,26.1076169,,,COMPANY,,,,,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Deposit,892371,282,,,,,,
281984591,SGH0103206,MASTERCARD,DE28BUNQ2086807321,Diaz Ltd.,DE10COMD0428257326,-15020.65,EUR,PAYMENT,4098519,2023-01-15T07:12:19.117781,,,PROFESSIONAL_SERVICES,51.509865,-0.11809199999999999,,,COMPANY,5411,"grocery,store",,10.0,"{'PENDING': 2, 'SKIPPED': 1, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 3, 'RECOMMENDED_FOR_BUSINESS': 2, 'RECOMMENDED_FOR_FAMILY': 1, 'RECOMMENDED_FOR_DATE': 1, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [['John Doe', 'PERSON', 1, '813']], 'SKIPPED': [['Jane Smith', 'PERSON', 1, '912']], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [['Bob Allen', 'COMPANY', 1, '872']], 'RECOMMENDED_FOR_BUSINESS': [['Alice Johnson', 'PERSON', 1, '842']], 'RECOMMENDED_FOR_FAMILY': [['Emma Williams', 'PERSON', 1, '817']], 'RECOMMENDED_FOR_DATE': [['Robert Thomas', 'PERSON', 1, '853']], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",,,,Payment,985465213,102,,,,,,
9876543210,"IDEAL: FDS* DUBLIN DONUTS Dublin, IRE
10.50 EUR, 1 EUR = 1.1102 USD in Dawson Street, 34, Dublin, IRE, D02 A375.",IDEAL,NL45BUNQ9034274857,FDS* DUBLIN DONUTS,,-11.65,USD,WITHDRAWAL,1234567,2023-10-01T07:13:00.396023,Dublin Donuts,"Dawson Street, 34, Dublin, IRE, D02 A375.",FOOD_AND_DRINK,53.34187,-6.258693,0,0,COMPANY,5812,"bakery, cafe, store","{'monday': [{'open': 600, 'close': 1900}], 'tuesday': [{'open': 600, 'close': 1900}], 'wednesday': [{'open': 600, 'close': 1900}], 'thursday': [{'open': 600, 'close': 1900}], 'friday': [{'open': 600, 'close': 1900}], 'saturday': [{'open': 800, 'close': 1400}, {'open': 1500, 'close': 1800}], 'sunday': [{'open': 800, 'close': 1400}, {'open': 1500, 'close': 1800}]}",3.0,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 1, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 2, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [['John Doe', 'PERSON', 1, 'uuid1']], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [['Jane Doe', 'PERSON', 2, 'uuid2']], 'RECOMMENDED_FOR_FRIENDS': []}",https://maps.google.com/?cid=9876543210,Dublin,IRE,IdealAction,xyz,336,,,,,,
2061753219,"BUNQ: LA FABURA LOS ANGELES, US
35.99 USD, 1 USD = 0.83725 GBP in Downtown Blvd, 128, Los Angeles, US, 90012.",BUNQ,UK18BUNQ4056712496,La Fabura,,-30.12,GBP,PAYMENT,4167832,2023-05-21T18:39:30.128290,La Fabura,"Downtown Blvd, 128, Los Angeles, US, 90012.",FOOD_AND_DRINK,34.052235,-118.243683,0,0,COMPANY,5814,"restaurant, cafe","{'monday': [{'open': 900, 'close': 2200}], 'tuesday': [{'open': 900, 'close': 2200}], 'wednesday': [{'open': 900, 'close': 2200}], 'thursday': [{'open': 900, 'close': 2300}], 'friday': [{'open': 900, 'close': 2300}], 'saturday': [{'open': 900, 'close': 2300}], 'sunday': [{'open': 900, 'close': 2200}]}",0.0,"{'PENDING': 0, 'SKIPPED': 0, 'NOT_RECOMMENDED': 0, 'RECOMMENDED_UNCATEGORIZED': 0, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 0, 'RECOMMENDED_FOR_DATE': 0, 'RECOMMENDED_FOR_MYSELF': 0, 'RECOMMENDED_FOR_FRIENDS': 0}","{'PENDING': [], 'SKIPPED': [], 'NOT_RECOMMENDED': [], 'RECOMMENDED_UNCATEGORIZED': [], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [], 'RECOMMENDED_FOR_DATE': [], 'RECOMMENDED_FOR_MYSELF': [], 'RECOMMENDED_FOR_FRIENDS': []}",https://maps.google.com/?cid=19206271081875499891,Los Angeles,US,BunqAction,,336,,,,,,
438725901,"BUNQ: WHOLE FOODS #348 LOS ANGELES, US
 in 6350 West 3rd St., Los Angeles, US, 90036.",BUNQ,FR14TCCL58930403989813,Whole Foods,,-200.52,USD,WITHDRAWAL,4928491,2022-04-10T12:32:34.428932,Whole Foods,"6350 West 3rd St., Los Angeles, US, 90036.",FOOD_AND_DRINK,34.068921,-118.4051012,0,0,COMPANY,5811,"grocery, food, drinks",,12.0,"{'PENDING': 2, 'SKIPPED': 2, 'NOT_RECOMMENDED': 1, 'RECOMMENDED_UNCATEGORIZED': 2, 'RECOMMENDED_FOR_BUSINESS': 0, 'RECOMMENDED_FOR_FAMILY': 2, 'RECOMMENDED_FOR_DATE': 1, 'RECOMMENDED_FOR_MYSELF': 1, 'RECOMMENDED_FOR_FRIENDS': 1}","{'PENDING': [['Paul', 'PERSON', 1, '1092']], 'SKIPPED': [['Sophia', 'PERSON', 1, '2002']], 'NOT_RECOMMENDED': [['Daniel', 'PERSON', 1, '4972']], 'RECOMMENDED_UNCATEGORIZED': [['Emma', 'PERSON', 1, '0451']], 'RECOMMENDED_FOR_BUSINESS': [], 'RECOMMENDED_FOR_FAMILY': [['Oliver', 'PERSON', 1, '5324']], 'RECOMMENDED_FOR_DATE': [['Ava', 'PERSON', 1, '0621']], 'RECOMMENDED_FOR_MYSELF': [['Lucas', 'PERSON', 1, '9211']], 'RECOMMENDED_FOR_FRIENDS': [['Mia', 'PERSON', 1, '2725']]}",,,,MasterCardAction,,771,,,,,,
